1	1
2	195
3	4748
4	44830
5	187910
6	456848
7	783718
8	1044385
9	1208999
10	1409284
11	1514139
12	1446390
13	1401181
14	740625
15	426322
16	213269
17	117750
18	58278
19	28870
20	13084
21	5671
22	2494
23	1164
24	499
25	255
26	99
27	55
28	33
29	8
30	4
31	2
33	1
1	1
2	180
3	4821
4	44732
5	187955
6	456843
7	784142
8	1044649
9	1211876
10	1410194
11	1512584
12	1447169
13	1398227
14	740378
15	425691
16	212942
17	118424
18	58297
19	28799
20	12928
21	5670
22	2468
23	1171
24	515
25	236
26	122
27	45
28	24
29	22
30	2
31	3
33	1
2	202
3	4905
4	44544
5	187554
6	456551
7	783214
8	1044224
9	1211296
10	1410821
11	1512010
12	1446806
13	1399003
14	740068
15	426876
16	213327
17	119192
18	58417
19	28682
20	13119
21	5710
22	2565
23	1079
24	526
25	226
26	108
27	54
28	14
29	9
30	5
31	2
32	1
33	1
