2	1402
3	457
4	10586
5	9953
6	4351
7	1753
8	1425
9	494
10	284
11	113
12	73
13	49
14	16
15	17
16	2
17	3
18	1
0	2
2	1286
3	492
4	10626
5	9777
6	4442
7	1820
8	1490
9	485
10	304
11	110
12	75
13	24
14	19
15	19
16	4
17	3
18	1
0	5
2	1371
3	490
4	10620
5	9803
6	4286
7	1814
8	1509
9	507
10	316
11	100
12	77
13	40
14	17
15	15
16	3
17	5
18	1
0	2
2	1323
3	489
4	10737
5	10022
6	4203
7	1702
8	1461
9	479
10	287
11	106
12	74
13	49
14	21
15	17
16	3
17	4
0	1
2	1285
3	499
4	10771
5	9990
6	4247
7	1758
8	1426
9	458
10	310
11	99
12	56
13	33
14	16
15	19
16	2
17	9
18	1
0	2
2	1227
3	493
4	10671
5	10091
6	4218
7	1709
8	1485
9	481
10	326
11	124
12	56
13	47
14	18
15	26
17	4
19	1
0	2
2	1344
3	500
4	10719
5	9932
6	4286
7	1777
8	1413
9	438
10	324
11	105
12	50
13	33
14	16
15	29
16	5
17	6
