0.0115305	0.0181072	32541
0.0115305	0.018111	32541
0.0115305	0.0181547	32541
0.0115305	0.0181437	32541
0.0115305	0.0181351	32541
0.0115305	0.0181315	32541
0.0115305	0.0181523	32541
0.0115305	0.0181596	32541
0.0115305	0.0181378	32541
0.0115305	0.0181142	32541
0.0115305	0.0181958	32541
0.0122397	0.018671	31779
0.0122397	0.0186835	31779
0.0122397	0.0186404	31779
0.0115305	0.018226	32541
0.0115305	0.0181397	32541
0.0115305	0.0181291	32541
0.0115305	0.0181354	32541
0.0122397	0.0185951	31779
0.0122397	0.0186221	31778
