0.0115305	0.0069091	32541
0.0115305	0.00691048	32541
0.0115305	0.00692735	32541
0.0115305	0.00692317	32541
0.0115305	0.0069199	32541
0.0115305	0.00691834	32541
0.0115305	0.00692651	32541
0.0115305	0.00692948	32541
0.0115305	0.00692085	32541
0.0115305	0.00691169	32541
0.0115305	0.00694334	32541
0.0122397	0.00712707	31779
0.0122397	0.00713194	31779
0.0122397	0.00711518	31779
0.0115305	0.00695499	32541
0.0115305	0.00692163	32541
0.0115305	0.00691747	32541
0.0115305	0.00691989	32541
0.0122397	0.0070977	31779
0.0122397	0.00710816	31778
