0.0115305	0.0701452	32541
0.0115305	0.0701644	32541
0.0115305	0.0703241	32541
0.0115305	0.07028	32541
0.0115305	0.0702469	32541
0.0115305	0.0702406	32541
0.0115305	0.07031	32541
0.0115305	0.0703314	32541
0.0115305	0.0702614	32541
0.0115305	0.0701766	32541
0.0115305	0.0704688	32541
0.0122397	0.0721918	31779
0.0122397	0.0722351	31779
0.0122397	0.0720835	31779
0.0115305	0.0705782	32541
0.0115305	0.0702658	32541
0.0115305	0.0702303	32541
0.0115305	0.0702527	32541
0.0122397	0.0719176	31779
0.0122397	0.0720139	31778
