0.0115305	0.0276168	32541
0.0115305	0.0276834	32541
0.0115305	0.0277067	32541
0.0115305	0.0277174	32541
0.0115305	0.0276742	32541
0.0115305	0.0276286	32541
0.0115305	0.027643	32541
0.0115305	0.0276801	32541
0.0115305	0.0277622	32541
0.0115305	0.0275891	32541
0.0115305	0.0277824	32541
0.0122397	0.0287951	31779
0.0122397	0.028786	31779
0.0122397	0.0287995	31779
0.0115305	0.0277953	32541
0.0115305	0.0277191	32541
0.0115305	0.0277261	32541
0.0115305	0.0277211	32541
0.0122397	0.0286255	31779
0.0122397	0.0286798	31778
