0.0115305	0.0461219	32541
0.0115305	0.0462312	32541
0.0115305	0.0462662	32541
0.0115305	0.0462843	32541
0.0115305	0.0462149	32541
0.0115305	0.046144	32541
0.0115305	0.0461642	32541
0.0115305	0.0462234	32541
0.0115305	0.046358	32541
0.0115305	0.0460764	32541
0.0115305	0.0463899	32541
0.0122397	0.0480471	31779
0.0122397	0.0480306	31779
0.0122397	0.0480523	31779
0.0115305	0.0464111	32541
0.0115305	0.046291	32541
0.0115305	0.0462999	32541
0.0115305	0.0462945	32541
0.0122397	0.0477723	31779
0.0122397	0.0478591	31778
