0.0115305	0.021916	32541
0.0115305	0.0219208	32541
0.0115305	0.0219735	32541
0.0115305	0.0219601	32541
0.0115305	0.0219497	32541
0.0115305	0.0219455	32541
0.0115305	0.0219704	32541
0.0115305	0.0219792	32541
0.0115305	0.0219531	32541
0.0115305	0.0219247	32541
0.0115305	0.0220229	32541
0.0122397	0.0225955	31779
0.0122397	0.0226105	31779
0.0122397	0.0225587	31779
0.0115305	0.0220592	32541
0.0115305	0.0219553	32541
0.0115305	0.0219426	32541
0.0115305	0.0219502	32541
0.0122397	0.022504	31779
0.0122397	0.0225365	31778
