0.0115305	0.0106313	32541
0.0115305	0.0106574	32541
0.0115305	0.0106672	32541
0.0115305	0.0106712	32541
0.0115305	0.010654	32541
0.0115305	0.0106353	32541
0.0115305	0.0106417	32541
0.0115305	0.0106566	32541
0.0115305	0.0106887	32541
0.0115305	0.0106205	32541
0.0115305	0.0106969	32541
0.0122397	0.0110938	31779
0.0122397	0.0110906	31779
0.0122397	0.0110959	31779
0.0115305	0.0107019	32541
0.0115305	0.0106711	32541
0.0115305	0.0106743	32541
0.0115305	0.0106718	32541
0.0122397	0.0110267	31779
0.0122397	0.0110484	31778
