0.0115305	0.0386183	32541
0.0115305	0.0386275	32541
0.0115305	0.0387187	32541
0.0115305	0.0386947	32541
0.0115305	0.0386765	32541
0.0115305	0.0386704	32541
0.0115305	0.0387123	32541
0.0115305	0.0387265	32541
0.0115305	0.0386831	32541
0.0115305	0.0386342	32541
0.0115305	0.0388032	32541
0.0122397	0.0397915	31779
0.0122397	0.0398171	31779
0.0122397	0.0397285	31779
0.0115305	0.0388659	32541
0.0115305	0.0386866	32541
0.0115305	0.0386652	32541
0.0115305	0.0386781	32541
0.0122397	0.0396339	31779
0.0122397	0.0396896	31778
