0.0115305	0.0291318	32541
0.0115305	0.0291384	32541
0.0115305	0.0292079	32541
0.0115305	0.02919	32541
0.0115305	0.0291762	32541
0.0115305	0.029171	32541
0.0115305	0.0292035	32541
0.0115305	0.0292148	32541
0.0115305	0.0291809	32541
0.0115305	0.0291435	32541
0.0115305	0.0292728	32541
0.0122397	0.0300272	31779
0.0122397	0.0300468	31779
0.0122397	0.0299788	31779
0.0115305	0.0293206	32541
0.0115305	0.0291837	32541
0.0115305	0.0291672	32541
0.0115305	0.0291771	32541
0.0122397	0.0299067	31779
0.0122397	0.0299494	31778
