0.0115305	0.0404629	32541
0.0115305	0.0404726	32541
0.0115305	0.040568	32541
0.0115305	0.0405428	32541
0.0115305	0.0405238	32541
0.0115305	0.0405175	32541
0.0115305	0.0405612	32541
0.0115305	0.0405759	32541
0.0115305	0.0405308	32541
0.0115305	0.0404797	32541
0.0115305	0.0406562	32541
0.0122397	0.0416894	31779
0.0122397	0.041716	31779
0.0122397	0.0416235	31779
0.0115305	0.0407218	32541
0.0115305	0.0405343	32541
0.0115305	0.040512	32541
0.0115305	0.0405255	32541
0.0122397	0.0415246	31779
0.0122397	0.0415828	31778
