0.0115305	0.00595391	32541
0.0115305	0.00596858	32541
0.0115305	0.00597416	32541
0.0115305	0.00597642	32541
0.0115305	0.00596672	32541
0.0115305	0.00595607	32541
0.0115305	0.00595975	32541
0.0115305	0.00596818	32541
0.0115305	0.00598626	32541
0.0115305	0.0059478	32541
0.0115305	0.00599088	32541
0.0122397	0.00621425	31779
0.0122397	0.00621248	31779
0.0122397	0.00621549	31779
0.0115305	0.00599369	32541
0.0115305	0.00597621	32541
0.0115305	0.00597813	32541
0.0115305	0.00597663	32541
0.0122397	0.00617639	31779
0.0122397	0.00618869	31778
