0.0115305	0.0208962	32541
0.0115305	0.0209008	32541
0.0115305	0.0209511	32541
0.0115305	0.0209383	32541
0.0115305	0.0209284	32541
0.0115305	0.0209243	32541
0.0115305	0.0209481	32541
0.0115305	0.0209565	32541
0.0115305	0.0209316	32541
0.0115305	0.0209044	32541
0.0115305	0.0209983	32541
0.0122397	0.0215448	31779
0.0122397	0.0215592	31779
0.0122397	0.0215097	31779
0.0115305	0.0210329	32541
0.0115305	0.0209337	32541
0.0115305	0.0209216	32541
0.0115305	0.0209288	32541
0.0122397	0.0214575	31779
0.0122397	0.0214885	31778
