0.0115305	0.0156111	32541
0.0115305	0.0156492	32541
0.0115305	0.0156632	32541
0.0115305	0.0156692	32541
0.0115305	0.0156442	32541
0.0115305	0.0156172	32541
0.0115305	0.0156262	32541
0.0115305	0.0156478	32541
0.0115305	0.0156947	32541
0.0115305	0.0155952	32541
0.0115305	0.0157065	32541
0.0122397	0.0162864	31779
0.0122397	0.0162815	31779
0.0122397	0.0162893	31779
0.0115305	0.0157139	32541
0.0115305	0.0156693	32541
0.0115305	0.0156738	32541
0.0115305	0.0156704	32541
0.0122397	0.0161886	31779
0.0122397	0.0162202	31778
