0	159242
2	1558553
3	291085
4	4001775
5	2236679
6	1248628
7	868474
8	359270
9	327073
10	36416
11	22126
12	1527
13	208
14	42
15	12
17	1
0	158100
2	1558971
3	289889
4	4003062
5	2237113
6	1248653
7	867515
8	360163
9	326967
10	36761
11	22060
12	1585
13	217
14	45
15	8
16	1
17	1
0	157881
2	1558191
3	291505
4	4006209
5	2235681
6	1248820
7	867923
8	359520
9	324972
10	36516
11	22123
12	1502
13	202
14	52
15	9
16	4
17	1
0	158157
2	1560694
3	290858
4	4002333
5	2236631
6	1249851
7	867053
8	359474
9	325217
10	36829
11	22187
12	1586
13	185
14	38
15	14
16	4
