2	347
3	249
4	7059
5	13137
6	5643
7	2802
8	1829
9	736
10	421
11	150
12	85
13	37
14	29
15	7
17	7
18	2
19	1
21	1
2	334
3	254
4	7065
5	12964
6	5685
7	2844
8	1854
9	771
10	443
11	148
12	100
13	38
14	13
15	11
16	8
17	6
18	2
19	1
2	342
3	229
4	7078
5	13288
6	5545
7	2784
8	1899
9	701
10	391
11	151
12	72
13	24
14	15
15	7
16	4
17	6
18	2
19	2
22	1
2	371
3	225
4	7062
5	12958
6	5734
7	2917
8	1847
9	706
10	390
11	141
12	93
13	39
14	29
15	13
16	4
17	8
19	3
21	1
2	344
3	247
4	7173
5	13122
6	5616
7	2812
8	1830
9	717
10	369
11	161
12	74
13	33
14	25
15	9
16	3
17	4
18	1
21	1
2	334
3	258
4	7120
5	13104
6	5748
7	2703
8	1843
9	746
10	382
11	137
12	83
13	42
14	16
15	11
16	1
17	9
18	1
19	2
21	1
