0	137
1	1717
2	7152
3	8065
4	8732
5	3742
6	1624
7	656
8	384
9	139
10	89
11	42
12	25
13	15
14	10
15	7
16	2
17	3
18	1
0	185
1	1688
2	7176
3	7974
4	8762
5	3707
6	1626
7	689
8	377
9	146
10	91
11	49
12	31
13	15
14	11
15	6
16	4
17	2
18	1
19	1
0	173
1	1735
2	7127
3	8010
4	8952
5	3613
6	1565
7	701
8	353
9	132
10	83
11	36
12	26
13	14
14	9
15	4
16	5
17	2
18	1
0	145
1	1642
2	7148
3	8159
4	8759
5	3642
6	1650
7	690
8	372
9	136
10	85
11	42
12	22
13	24
14	11
15	4
16	4
17	3
18	2
19	1
0	152
1	1716
2	7254
3	8027
4	8805
5	3588
6	1604
7	684
8	377
9	146
10	85
11	37
12	30
13	16
14	7
15	4
16	6
17	3
0	127
1	1753
2	7281
3	8003
4	8763
5	3620
6	1636
7	696
8	345
9	138
10	67
11	32
12	32
13	17
14	15
15	7
16	4
17	3
18	1
19	1
