0.0148553	0.017283	11111111	192033
0.0148553	0.0172436	11111111	191596
0.0148553	0.0172446	11111111	191607
0.0148553	0.0172254	11111112	191393
0.0148553	0.0172765	11111111	191961
0.0148553	0.017238	11111111	191533
0.0190148	0.0328541	11111111	365046
0.0190148	0.0328548	11111111	365053
0.0190148	0.0329644	11111111	366271
0.0190148	0.0329242	11111111	365824
0.0190148	0.0329139	11111111	365710
0.0243389	0.0604534	11111111	671704
0.0243389	0.0604399	11111111	671554
0.0243389	0.0604615	11111112	671795
0.0243389	0.0604157	11111111	671286
0.0243389	0.0604263	11111111	671403
0.0311538	0.106137	11111111	1.1793e+06
0.0311538	0.10631	11111112	1.18122e+06
0.0311538	0.106127	11111111	1.17918e+06
0.0311538	0.106153	11111111	1.17948e+06
0.0311538	0.105942	11111111	1.17714e+06
0.0398768	0.174823	11111111	1.94248e+06
0.0398768	0.174808	11111111	1.94231e+06
0.0398768	0.17487	11111111	1.943e+06
0.0398768	0.174772	11111111	1.94191e+06
0.0398768	0.174797	11111111	1.94218e+06
0.0398768	0.174777	11111111	1.94196e+06
