0	52939
2	1484171
3	277680
4	5030586
5	2222220
6	1096494
7	316980
8	376714
9	108712
10	69251
11	44384
12	12927
13	14986
14	1425
15	1472
16	135
17	33
18	1
19	1
0	53545
2	1483434
3	278560
4	5030872
5	2221398
6	1096483
7	317780
8	375480
9	108967
10	69587
11	44302
12	13017
13	14675
14	1412
15	1404
16	148
17	43
0	53667
18	3
2	1484582
19	1
3	277828
4	5030794
5	2220349
6	1094925
7	318213
8	376763
9	108569
10	69974
11	44144
12	13317
13	14867
14	1488
15	1455
16	143
17	33
0	53153
2	1481673
3	278724
4	5028841
5	2222090
6	1097949
7	317380
8	378586
9	108520
10	69438
11	44119
12	12974
13	14659
14	1413
15	1406
16	137
17	45
18	2
19	2
0	53268
2	1485777
3	277835
4	5027594
5	2222754
6	1097433
7	317322
8	376503
9	108095
10	69670
11	43742
12	13198
13	14879
14	1391
15	1448
16	148
17	52
18	2
0	53204
2	1483127
3	278296
4	5030940
5	2220320
6	1097587
7	316989
8	377692
9	108142
10	70099
11	44149
12	12915
13	14614
14	1488
15	1379
16	132
17	32
18	5
19	1
