0.0115305	0.00064534	32541	21
0.0115305	0.000491687	32541	16
0.0115305	0.000522418	32541	17
0.0115305	0.000614609	32541	20
0.0115305	0.00064534	32541	21
0.0115305	0.000491687	32541	16
0.0115305	0.000768262	32541	25
0.0115305	0.000491687	32541	16
0.0115305	0.000614609	32541	20
0.0115305	0.000338035	32541	11
0.0115305	0.000460957	32541	15
0.0122397	0.000786683	31779	25
0.0122397	0.00081815	31779	26
0.0122397	0.000723748	31779	23
0.0115305	0.000583879	32541	19
0.0115305	0.000737531	32541	24
0.0115305	0.000430226	32541	14
0.0115305	0.000798992	32541	26
0.0122397	0.000755216	31779	24
0.0122397	0.000755239	31778	24
