0	153
1	1637
2	7245
3	8150
4	8827
5	3612
6	1610
7	643
8	335
9	134
10	80
11	45
12	19
13	18
14	14
15	10
16	5
17	2
18	1
19	1
0	147
1	1659
2	7069
3	8270
4	8884
5	3560
6	1607
7	642
8	366
9	134
10	88
11	40
12	30
13	13
14	21
15	5
16	4
17	2
0	166
1	1760
2	7086
3	8018
4	8821
5	3640
6	1649
7	688
8	410
9	129
10	72
11	34
12	24
13	19
14	10
15	4
16	4
17	4
19	3
0	172
1	1735
2	6997
3	8184
4	8814
5	3605
6	1617
7	700
8	382
9	148
10	77
11	47
12	24
13	9
14	21
15	5
16	1
17	2
19	1
0	141
1	1639
2	7255
3	8147
4	8730
5	3667
6	1588
7	693
8	353
9	124
10	94
11	36
12	24
13	22
14	13
15	8
16	3
17	3
19	1
0	148
1	1718
2	7126
3	8097
4	8882
5	3636
6	1598
7	659
8	365
9	137
10	80
11	39
12	24
13	15
14	9
15	5
16	2
17	1
0	151
1	1695
2	7250
3	7997
4	8835
5	3663
6	1566
7	690
8	385
9	134
10	82
11	34
12	24
13	9
14	13
15	3
16	1
17	3
18	3
19	2
21	1
0	155
1	1727
2	7139
3	8086
4	8797
5	3580
6	1737
7	621
8	359
9	145
10	89
11	32
12	34
13	14
14	12
15	7
16	1
17	5
20	1
0	136
1	1634
2	7153
3	8130
4	8835
5	3630
6	1661
7	657
8	369
9	139
10	92
11	34
12	24
13	14
14	12
15	5
16	2
17	7
18	7
0	161
1	1651
2	7199
3	8326
4	8696
5	3590
6	1532
7	689
8	377
9	124
10	89
11	38
12	29
13	20
14	8
15	5
16	3
17	3
18	1
0	158
1	1591
2	7229
3	8068
4	8792
5	3633
6	1684
7	674
8	384
9	121
10	78
11	47
12	32
13	18
14	15
15	9
16	4
17	3
18	1
0	159
1	1694
2	7128
3	7924
4	8894
5	3692
6	1623
7	700
8	375
9	162
10	86
11	41
12	22
13	14
14	15
15	4
16	3
17	4
19	1
0	146
1	1720
2	6996
3	8165
4	8819
5	3698
6	1674
7	665
8	359
9	122
10	75
11	42
12	22
13	10
14	11
15	7
16	6
17	2
18	1
20	1
0	146
1	1714
2	7055
3	8119
4	8879
5	3637
6	1593
7	680
8	405
9	127
10	76
11	48
12	21
13	17
14	10
15	4
16	7
19	2
20	1
0	126
1	1667
2	7030
3	8211
4	8975
5	3604
6	1554
7	695
8	370
9	131
10	66
11	38
12	29
13	16
14	13
15	7
16	2
17	4
18	3
