0	99
1	1322
2	6266
3	7876
4	8865
5	3948
6	1797
7	762
8	448
9	182
10	84
11	48
12	32
13	21
14	11
15	10
16	5
17	2
18	1
0	118
1	1350
2	6313
3	7769
4	8762
5	4010
6	1865
7	791
8	414
9	165
10	98
11	45
12	33
13	16
14	10
15	6
16	8
17	3
18	1
19	2
0	94
1	1368
2	6351
3	7662
4	8921
5	3914
6	1869
7	780
8	396
9	206
10	93
11	43
12	36
13	18
14	8
15	10
16	5
17	3
19	2
0	113
1	1334
2	6350
3	7916
4	8875
5	3874
6	1763
7	775
8	395
9	167
10	93
11	57
12	32
13	15
14	7
15	3
16	4
17	5
19	1
0	103
1	1329
2	6473
3	7714
4	8838
5	3961
6	1813
7	744
8	413
9	160
10	107
11	47
12	34
13	22
14	11
15	1
16	1
17	3
18	2
19	2
