1	16
2	219
3	972
4	2378
5	2938
6	2585
7	1916
8	1359
9	905
10	746
11	456
12	306
13	204
14	77
15	50
16	24
17	11
18	8
19	1
22	1
1	17
2	233
3	997
4	2416
5	2860
6	2624
7	1888
8	1334
9	927
10	736
11	419
12	320
13	224
14	91
15	55
16	17
17	11
18	3
1	14
2	204
3	998
4	2345
5	2838
6	2715
7	1856
8	1412
9	884
10	707
11	465
12	322
13	220
14	107
15	56
16	16
17	9
18	5
0	1
1	15
2	216
3	987
4	2394
5	2854
6	2605
7	1863
8	1429
9	920
10	732
11	448
12	305
13	230
14	88
15	53
16	15
17	13
18	3
20	1
1	6
2	241
3	953
4	2362
5	2869
6	2703
7	1844
8	1462
9	905
10	710
11	408
12	341
13	197
14	92
15	52
16	17
17	6
18	4
22	1
1	10
2	238
3	985
4	2433
5	2791
6	2631
7	1809
8	1452
9	920
10	738
11	436
12	282
13	256
14	99
15	50
16	17
17	18
18	7
1	12
2	225
3	1009
4	2325
5	2845
6	2659
7	1870
8	1395
9	913
10	693
11	505
12	286
13	234
14	103
15	66
16	15
17	9
18	4
19	3
20	2
1	9
2	208
3	987
4	2426
5	2856
6	2665
7	1844
8	1461
9	889
10	680
11	437
12	292
13	238
14	92
15	59
16	15
17	12
18	2
21	1
0	1
1	16
2	224
3	957
4	2305
5	2836
6	2645
7	1925
8	1397
9	934
10	733
11	458
12	336
13	228
14	93
15	44
16	23
17	10
18	4
19	2
20	1
