0	2700
1	71785
2	620836
3	1591974
4	2706708
5	2167226
6	1561440
7	895609
8	598825
9	336219
10	235758
11	132156
12	87386
13	57577
14	26266
15	12875
16	3439
17	1557
18	491
19	188
20	62
21	26
22	5
23	3
0	2713
1	71733
2	621039
3	1591287
4	2708965
5	2166575
6	1558857
7	894995
8	597998
9	336646
10	237302
11	132244
12	87578
13	57924
14	26693
15	12854
16	3389
17	1532
18	469
19	226
20	55
21	27
22	8
23	1
25	1
0	2609
1	71408
2	619974
3	1591950
4	2709247
5	2166894
6	1559088
7	896842
8	599182
9	336707
10	235651
11	132209
12	87255
13	57295
14	26532
15	12634
16	3315
17	1568
18	437
19	218
20	74
21	13
22	3
23	3
24	2
28	1
0	2782
1	72119
2	622014
3	1592527
4	2706617
5	2167601
6	1558676
7	894762
8	598530
9	337022
10	236117
11	132582
12	87105
13	57552
14	26477
15	12850
16	3373
17	1672
18	432
19	207
20	69
21	21
22	2
24	3
0	2741
1	72123
2	620798
3	1590888
4	2706323
5	2164865
6	1562833
7	894909
8	599933
9	337363
10	235291
11	132862
12	87666
13	57619
14	26217
15	12923
16	3400
17	1544
18	492
19	212
20	66
21	30
22	5
23	6
24	1
25	1
