0.0116057	0.00025713	11111111	2857
0.0190148	0.00472554	11111111	52506
0.0190148	0.00466515	11111111	51835
0.0190148	0.0046845	11111111	52050
0.0190148	0.00470781	11111111	52309
0.0243389	0.0184536	11111111	205040
0.0243389	0.01857	11111111	206333
0.0243389	0.0185023	11111111	205581
0.0243389	0.0185124	11111112	205693
0.0243389	0.0185701	11111111	206334
0.0243389	0.0185356	11111111	205951
0.0311538	0.0648904	11111111	721004
0.0398768	0.181675	11111111	2.01861e+06
0.0398768	0.181421	11111112	2.01579e+06
0.0398768	0.181642	11111111	2.01824e+06
