2	711
3	388
4	9739
5	13424
6	4996
7	2191
8	1532
9	488
10	288
11	96
12	57
13	26
14	13
15	6
16	1
17	1
18	1
20	1
21	2
2	712
3	368
4	9614
5	13472
6	4878
7	2298
8	1615
9	525
10	253
11	98
12	81
13	23
14	15
15	5
16	2
17	1
20	1
2	721
3	388
4	9678
5	13417
6	5085
7	2177
8	1523
9	509
10	295
11	76
12	43
13	27
14	11
15	5
16	1
17	2
18	1
19	3
2	703
3	343
4	9706
5	13363
6	4966
7	2332
8	1536
9	493
10	293
11	103
12	67
13	32
14	11
15	8
16	2
17	1
18	2
2	710
3	377
4	9693
5	13262
6	5042
7	2245
8	1659
9	518
10	279
11	69
12	60
13	18
14	17
15	3
16	2
17	4
18	2
19	1
2	708
3	411
4	9618
5	13393
6	5080
7	2231
8	1542
9	510
10	286
11	81
12	63
13	17
14	8
15	7
16	1
17	3
19	1
20	1
2	681
3	412
4	9589
5	13431
6	5048
7	2220
8	1558
9	535
10	296
11	94
12	59
13	11
14	12
15	6
16	3
17	3
18	2
19	1
2	698
3	391
4	9535
5	13487
6	5089
7	2137
8	1661
9	502
10	285
11	84
12	52
13	13
14	12
15	4
16	3
17	2
18	1
19	5
2	710
3	387
4	9630
5	13639
6	4854
7	2233
8	1505
9	514
10	304
11	84
12	60
13	19
14	10
15	8
16	3
17	2
2	801
3	332
4	9606
5	13321
6	5030
7	2259
8	1555
9	555
10	295
11	103
12	69
13	15
14	8
15	5
16	1
17	2
18	1
19	3
2	710
3	378
4	9710
5	13224
6	4970
7	2352
8	1628
9	524
10	280
11	84
12	63
13	14
14	8
15	8
16	3
17	1
19	2
20	1
21	1
2	676
3	377
4	9716
5	13326
6	5005
7	2296
8	1567
9	510
10	285
11	98
12	62
13	20
14	11
15	7
16	3
17	1
19	1
2	753
3	340
4	9805
5	13325
6	4986
7	2191
8	1513
9	538
10	296
11	108
12	55
13	31
14	15
15	3
17	1
18	1
2	714
3	370
4	9591
5	13428
6	5046
7	2219
8	1623
9	518
10	282
11	71
12	57
13	18
14	13
15	4
16	2
17	2
18	2
19	1
2	699
3	373
4	9691
5	13248
6	5040
7	2253
8	1561
9	524
10	334
11	127
12	70
13	23
14	10
15	4
16	1
17	3
2	705
3	396
4	9630
5	13401
6	4990
7	2194
8	1627
9	523
10	268
11	100
12	73
13	23
14	13
15	7
16	3
17	4
18	3
19	1
2	671
3	364
4	9802
5	13275
6	5080
7	2219
8	1564
9	523
10	300
11	82
12	48
13	18
14	6
15	2
16	4
17	2
18	1
