0.0102332	0.000207532	16980500	877878
0.0102332	0.000153647	16980500	479535
0.0102332	9.39285e-05	16981000	4113
0.0102332	0.000241277	16980500	1.1319e+06
0.0102332	0.000176791	16980500	636124
0.0102332	0.000177262	16980500	696896
0.0102332	0.000294632	16980500	1.56852e+06
0.0102332	0.000208769	16980500	894511
0.0102332	0.000172428	16981000	719626
0.0102332	0.0001232	16980500	213950
0.0102332	0.00024905	16980500	1.13595e+06
0.0102332	0.000234445	16980500	1.18642e+06
0.0102332	0.000156061	16980500	496388
0.0102332	0.000176438	16980500	650398
0.0102332	0.000213598	16980500	913701
0.0102332	0.00032131	16980500	1.80844e+06
0.0102332	0.00017367	16980500	639569
