0.0108625	0.000274799	16634000	2.23124e+06
0.0108625	0.000308525	16634000	2.49117e+06
0.0102332	0.000151645	16980500	1.23818e+06
0.0102332	0.000415005	16980500	3.4663e+06
0.0102332	0.000181326	16980500	1.49247e+06
0.0108625	0.000576212	16634500	4.72727e+06
0.0108625	0.000244853	16634500	1.9832e+06
0.0108625	0.000575431	16634500	4.72533e+06
0.0108625	0.000365626	16634500	2.96586e+06
0.0108625	0.000337912	16634500	2.74818e+06
0.0108625	0.00045574	16634500	3.71144e+06
0.0102332	0.000210653	16980500	1.73823e+06
0.0108625	0.000546651	16634000	4.48226e+06
