0.0148553	0.0120391	11111111	133768
0.0148553	0.0120993	11111111	134437
0.0148553	0.0121139	11111111	134599
0.0148553	0.0120518	11111111	133909
0.0148553	0.0120407	11111111	133785
0.0148553	0.0120417	11111111	133797
0.0148553	0.0120707	11111111	134119
0.0190148	0.0232887	11111111	258763
0.0190148	0.0233189	11111111	259099
0.0190148	0.0232679	11111111	258532
0.0190148	0.0233433	11111111	259370
0.0190148	0.0232621	11111111	258468
0.0190148	0.0232612	11111112	258458
0.0190148	0.02328	11111111	258667
0.0190148	0.0232462	11111111	258291
