0	13
2	150463
3	93276
4	1948295
5	3996302
6	1953332
7	1293787
8	773541
9	417792
10	219525
11	110202
12	59806
13	41732
14	17792
15	23112
16	5380
17	4876
18	1055
19	591
20	155
21	62
22	18
23	3
25	1
0	29
2	150486
3	93180
4	1948665
5	3994621
6	1955762
7	1295819
8	771879
9	417629
10	219448
11	109353
12	60137
13	41738
14	17571
15	22974
16	5232
17	4771
18	1043
19	586
20	122
21	50
22	15
23	1
0	18
2	150501
3	92703
4	1950208
5	3994913
6	1956734
7	1293215
8	770540
9	417187
10	220102
11	110225
12	59882
13	41731
14	17914
15	23155
16	5463
17	4801
18	1052
19	558
20	143
21	57
22	5
23	3
28	1
0	16
2	150693
3	93188
4	1947400
5	3995473
6	1955421
7	1293914
8	772372
9	417861
10	220711
11	109693
12	59814
13	41530
14	17887
15	23033
16	5436
17	4823
18	1084
19	540
20	153
21	52
22	11
23	4
24	2
0	24
2	149688
3	92974
4	1947519
5	3997867
6	1953060
7	1295253
8	771953
9	418256
10	220299
11	109478
12	60056
13	41518
14	17960
15	23367
16	5246
17	4779
18	1068
19	542
20	133
21	44
22	17
23	8
25	2
0	18
2	150423
3	93059
4	1947814
5	3998270
6	1953205
7	1295067
8	771943
9	417550
10	219776
11	109798
12	59689
13	41549
14	17733
15	23172
16	5295
17	4888
18	1096
19	553
20	129
21	70
22	9
23	5
