2	51
3	232
4	33929
5	936176
6	1778195
7	2202211
8	1690232
9	1420084
10	1049534
11	686132
12	458099
13	266995
14	170640
15	114512
16	61383
17	112092
18	42432
19	48335
20	17465
21	12308
22	5146
23	2800
24	1280
25	541
26	198
27	74
28	22
29	9
30	3
31	1
2	60
3	228
4	34086
5	935155
6	1779644
7	2200614
8	1690194
9	1421012
10	1049975
11	685564
12	458344
13	267024
14	170433
15	113379
16	61723
17	112504
18	42378
19	48708
20	17594
21	12261
22	5059
23	2981
24	1329
25	524
26	235
27	67
28	27
29	3
30	5
34	1
2	65
3	242
4	34101
5	934585
6	1780536
7	2200247
8	1691884
9	1422974
10	1050470
11	683445
12	457131
13	266257
14	170434
15	113667
16	61702
17	112757
18	42239
19	48459
20	17466
21	12259
22	4969
23	2998
24	1317
25	569
26	228
27	74
28	21
29	8
30	4
31	2
32	1
2	63
3	265
4	34244
5	935277
6	1783526
7	2198824
8	1691454
9	1419528
10	1048485
11	684389
12	458082
13	267149
14	171073
15	113596
16	61639
17	112194
18	42344
19	48983
20	17516
21	12352
22	5019
23	2955
24	1287
25	537
26	225
27	73
28	24
29	7
30	1
31	1
2	46
3	221
4	34075
5	934031
6	1783351
7	2200683
8	1691100
9	1419571
10	1049782
11	684422
12	458600
13	267024
14	170180
15	112985
16	61590
17	112293
18	42622
19	48470
20	17438
21	12512
22	5010
23	2919
24	1283
25	559
26	237
27	69
28	26
29	9
30	2
31	1
2	67
3	252
4	34283
5	936417
6	1780039
7	2200437
8	1691587
9	1419769
10	1050931
11	684255
12	457342
13	266686
14	170602
15	113177
16	61529
17	112799
18	42215
19	48419
20	17728
21	12403
22	5111
23	2952
24	1270
25	538
26	202
27	59
28	30
29	6
30	4
31	1
32	1
