0	1202439
2	3172849
3	257465
4	4605633
5	948773
6	515557
7	182188
8	145221
9	71753
10	5017
11	4078
12	134
13	4
0	1200422
2	3171321
3	256643
4	4608704
5	950627
6	516350
7	181212
8	145427
9	71075
10	5045
11	4160
12	121
13	4
0	1201408
2	3171016
3	256672
4	4606539
5	951248
6	516038
7	181904
8	145245
9	71661
10	5150
11	4104
12	120
13	5
16	1
0	1203300
2	3171393
3	256060
4	4605270
5	950650
6	516513
7	181789
8	145434
9	71536
10	4990
11	4045
12	120
13	10
14	1
15	1
0	1202049
2	3173171
3	255724
4	4604487
5	951053
6	516608
7	181789
8	145256
9	71508
10	5156
11	4182
12	124
13	4
0	1202149
2	3172255
3	257079
4	4602190
5	952783
6	516545
7	181618
8	145680
9	71603
10	5003
11	4090
12	113
13	3
