0	223
1	2057
2	8002
3	8306
4	8779
5	3226
6	1514
7	557
8	330
9	105
10	83
11	33
12	26
13	13
14	6
16	5
17	2
18	2
0	227
1	2063
2	7998
3	8329
4	8701
5	3345
6	1439
7	577
8	341
9	84
10	69
11	33
12	20
13	14
14	8
15	13
16	1
17	5
18	2
0	215
1	2110
2	7825
3	8402
4	8653
5	3335
6	1514
7	607
8	308
9	118
10	69
11	44
12	34
13	14
14	11
15	2
16	1
17	4
18	1
19	1
0	195
1	2015
2	7860
3	8364
4	8838
5	3361
6	1411
7	621
8	327
9	148
10	68
11	22
12	16
13	10
14	2
15	2
16	3
17	2
18	1
19	2
20	1
0	210
1	2083
2	7913
3	8284
4	8732
5	3352
6	1468
7	586
8	371
9	108
10	62
11	38
12	25
13	9
14	11
15	4
16	9
17	3
0	226
1	2043
2	7994
3	8407
4	8693
5	3322
6	1435
7	604
8	297
9	100
10	69
11	31
12	23
13	7
14	9
15	2
16	1
17	3
18	1
19	1
