2	502
3	332
4	8289
5	13359
6	5331
7	2494
8	1766
9	605
10	345
11	125
12	60
13	26
14	17
15	5
16	4
17	5
18	2
19	1
21	1
2	488
3	331
4	8307
5	13362
6	5383
7	2450
8	1714
9	642
10	307
11	140
12	79
13	28
14	21
15	3
16	5
17	4
18	1
19	3
21	1
2	489
3	332
4	8389
5	13152
6	5444
7	2524
8	1725
9	610
10	334
11	137
12	74
13	25
14	14
15	9
16	3
17	5
19	2
2	482
3	290
4	8369
5	13333
6	5292
7	2486
8	1776
9	642
10	378
11	96
12	66
13	30
14	13
15	6
16	2
17	4
18	1
19	2
23	1
2	477
3	328
4	8315
5	13385
6	5251
7	2561
8	1729
9	635
10	329
11	115
12	83
13	28
14	20
15	3
16	4
17	3
18	1
19	1
2	564
3	305
4	8315
5	13389
6	5355
7	2541
8	1635
9	603
10	349
11	108
12	56
13	22
14	12
15	5
16	2
17	5
18	1
19	1
