0	207
1	2147
2	8040
3	8336
4	8558
5	3350
6	1486
7	593
8	311
9	92
10	51
11	36
12	27
13	13
14	10
15	4
16	6
18	1
0	207
1	2078
2	7968
3	8386
4	8729
5	3230
6	1446
7	631
8	340
9	100
10	61
11	30
12	22
13	17
14	11
15	4
16	5
17	1
18	1
20	1
0	214
1	2016
2	7930
3	8305
4	8712
5	3379
6	1468
7	629
8	319
9	130
10	70
11	36
12	23
13	11
14	17
15	6
16	1
17	1
18	1
0	201
1	2078
2	7798
3	8269
4	8848
5	3375
6	1526
7	572
8	317
9	113
10	69
11	30
12	33
13	15
14	14
15	5
16	2
17	2
18	1
0	211
1	2054
2	7967
3	8230
4	8703
5	3430
6	1484
7	566
8	342
9	122
10	68
11	31
12	25
13	18
14	10
15	3
16	1
17	3
0	193
1	2142
2	8049
3	8129
4	8741
5	3348
6	1453
7	610
8	308
9	125
10	82
11	33
12	23
13	13
14	13
15	2
16	2
17	1
18	1
