2	531
3	315
4	8434
5	13212
6	5408
7	2543
8	1668
9	585
10	315
11	125
12	72
13	26
14	13
15	11
16	5
17	3
18	1
19	1
2	516
3	327
4	8395
5	13371
6	5218
7	2526
8	1709
9	619
10	324
11	126
12	77
13	19
14	15
15	16
16	2
17	5
19	3
2	471
3	312
4	8311
5	13306
6	5338
7	2604
8	1717
9	626
10	341
11	115
12	65
13	26
14	17
15	7
16	6
17	3
18	2
20	1
2	493
3	304
4	8234
5	13458
6	5280
7	2512
8	1729
9	626
10	368
11	128
12	83
13	30
14	12
15	5
17	3
18	1
19	1
20	1
2	493
3	302
4	8494
5	13114
6	5324
7	2576
8	1778
9	606
10	337
11	114
12	57
13	39
14	17
15	8
16	4
17	4
19	1
2	514
3	319
4	8332
5	13253
6	5348
7	2498
8	1753
9	637
10	363
11	130
12	65
13	28
14	16
15	4
16	2
17	2
18	2
19	1
20	1
