0	6
2	1664
3	587
4	11936
5	9764
6	4044
7	1460
8	1408
9	432
10	283
11	74
12	55
13	33
14	15
15	12
16	2
17	1
18	2
0	4
2	1734
3	579
4	11809
5	9810
6	4002
7	1594
8	1343
9	442
10	251
11	82
12	66
13	26
14	10
15	12
16	4
17	9
18	1
19	1
0	4
2	1663
3	556
4	11942
5	9875
6	3977
7	1523
8	1372
9	409
10	245
11	88
12	60
13	27
14	12
15	16
16	3
17	6
0	3
2	1659
3	577
4	11868
5	9967
6	3995
7	1526
8	1300
9	445
10	230
11	81
12	61
13	33
14	9
15	18
16	3
17	4
2	1664
3	587
4	11829
5	9849
6	4029
7	1583
8	1358
9	422
10	255
11	83
12	63
13	28
14	10
15	15
16	3
0	4
2	1727
3	576
4	11925
5	9832
6	4013
7	1523
8	1307
9	383
10	275
11	99
12	61
13	29
14	8
15	12
16	2
17	1
18	1
0	5
2	1613
3	590
4	11887
5	9772
6	4126
7	1616
8	1300
9	402
10	243
11	86
12	80
13	21
14	17
15	13
16	5
17	3
0	5
2	1635
3	572
4	11820
5	9936
6	4066
7	1562
8	1283
9	420
10	246
11	94
12	66
13	33
14	17
15	18
16	2
17	3
0	4
2	1649
3	546
4	11880
5	9918
6	4018
7	1602
8	1311
9	396
10	237
11	77
12	75
13	27
14	15
15	15
16	3
17	4
20	1
