0	1965
1	35530
2	306871
3	994722
4	1985277
5	2012508
6	1897949
7	1279584
8	1074925
9	707194
10	416648
11	276642
12	72368
13	34313
14	9130
15	4054
16	1012
17	282
18	95
19	28
20	9
21	3
22	2
0	1858
1	35874
2	306362
3	993713
4	1987612
5	2010645
6	1898384
7	1279141
8	1075437
9	707311
10	415436
11	277432
12	72484
13	34643
14	9256
15	4065
16	983
17	303
18	117
19	36
20	11
21	4
22	2
25	2
0	1919
1	35674
2	306197
3	994989
4	1984817
5	2012509
6	1898938
7	1280361
8	1075877
9	706276
10	415609
11	276928
12	71977
13	34265
14	9300
15	4065
16	984
17	273
18	104
19	32
20	13
21	2
24	1
25	1
0	1959
1	35805
2	305787
3	994301
4	1982557
5	2010996
6	1895658
7	1280730
8	1078011
9	708917
10	416405
11	277381
12	73080
13	34732
14	9197
15	4191
16	933
17	313
18	105
19	36
20	11
21	5
22	1
0	1905
1	35853
2	306687
3	995488
4	1984752
5	2012207
6	1896674
7	1278717
8	1076118
9	707035
10	415658
11	278113
12	72925
13	34262
14	9286
15	4010
16	990
17	302
18	82
19	29
20	11
21	5
22	2
0	1893
1	35934
2	306709
3	993517
4	1982936
5	2014156
6	1894854
7	1279648
8	1076654
9	708951
10	416300
11	278012
12	72501
13	34542
14	9186
15	3939
16	971
17	274
18	95
19	25
20	11
21	2
22	1
