0	15322
1	152747
2	822936
3	1733716
4	2658598
5	1947684
6	1516403
7	863685
8	652342
9	364234
10	209296
11	124276
12	31212
13	13536
14	3360
15	1403
16	268
17	62
18	22
19	5
20	3
21	1
0	15233
1	152731
2	822847
3	1731510
4	2659519
5	1948272
6	1514866
7	864411
8	653105
9	364468
10	209577
11	124970
12	30917
13	13794
14	3148
15	1359
16	288
17	74
18	12
19	10
0	15298
1	152204
2	822633
3	1735387
4	2657510
5	1946651
6	1516419
7	863644
8	652625
9	364096
10	210097
11	124613
12	31264
13	13717
14	3136
15	1464
16	264
17	54
18	24
19	5
20	4
21	1
22	1
0	15243
1	152358
2	823414
3	1730005
4	2659228
5	1948130
6	1514974
7	865645
8	653334
9	364812
10	210273
11	123903
12	31156
13	13664
14	3177
15	1431
16	272
17	63
18	21
19	6
20	1
22	1
0	15314
1	152612
2	823309
3	1733358
4	2656937
5	1948760
6	1514314
7	864909
8	653460
9	364447
10	209751
11	124179
12	30780
13	13882
14	3275
15	1456
16	277
17	64
18	18
19	7
20	2
0	15316
1	152674
2	822324
3	1734345
4	2657516
5	1947277
6	1515960
7	862259
8	655067
9	364552
10	209377
11	124638
12	31104
13	13717
14	3172
15	1413
16	293
17	74
18	23
19	6
20	2
21	2
0	15462
1	152341
2	821705
3	1731157
4	2660338
5	1947278
6	1515932
7	864557
8	655327
9	363327
10	209357
11	124549
12	31066
13	13712
14	3226
15	1407
16	277
17	67
18	15
19	7
20	4
0	15205
1	152412
2	822490
3	1732818
4	2657277
5	1948406
6	1517381
7	864870
8	652878
9	363108
10	209625
11	124993
12	31031
13	13605
14	3258
15	1354
16	283
17	82
18	24
19	4
20	6
21	1
22	1
0	15343
1	152698
2	823274
3	1732033
4	2659485
5	1948337
6	1515852
7	863563
8	654141
9	363544
10	208516
11	124622
12	31102
13	13576
14	3226
15	1412
16	271
17	78
18	28
19	5
20	1
21	4
